"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","sentence1","Comments"
1552256697,185,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","End",1552256379907,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552256697,185,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","Start",1552256379908,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552256697,185,"PennController",49,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256387286,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552256697,185,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","End",1552256388045,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552256697,185,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","Start",1552256388046,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552256697,185,"PennController",22,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256398628,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552256697,185,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","End",1552256399467,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552256697,185,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","Start",1552256399468,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552256697,185,"PennController",36,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256410758,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552256697,185,"PennController",36,0,"prepositional","NULL","PennController",36,"_Trial_","End",1552256411560,"The  new method is a technique which all surgeons should eagerly learn about.","NULL"
1552256697,185,"PennController",52,0,"particle","NULL","PennController",52,"_Trial_","Start",1552256411561,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552256697,185,"PennController",52,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256420142,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552256697,185,"PennController",52,0,"particle","NULL","PennController",52,"_Trial_","End",1552256420992,"Her first birthday is an event which her dad must unfortunately miss out on.","NULL"
1552256697,185,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","Start",1552256420993,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552256697,185,"PennController",16,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552256432858,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552256697,185,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","End",1552256434745,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552256697,185,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","Start",1552256434746,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552256697,185,"PennController",45,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256445676,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552256697,185,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","End",1552256446488,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552256697,185,"PennController",56,0,"particle","NULL","PennController",56,"_Trial_","Start",1552256446489,"The tough test was a milestone which no student could ever feel up to.","NULL"
1552256697,185,"PennController",56,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256452626,"The tough test was a milestone which no student could ever feel up to.","NULL"
1552256697,185,"PennController",56,0,"particle","NULL","PennController",56,"_Trial_","End",1552256453597,"The tough test was a milestone which no student could ever feel up to.","NULL"
1552256697,185,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","Start",1552256453598,"The post office was a service that around the world would deliver letters.","NULL"
1552256697,185,"PennController",26,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256462562,"The post office was a service that around the world would deliver letters.","NULL"
1552256697,185,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","End",1552256463774,"The post office was a service that around the world would deliver letters.","NULL"
1552256697,185,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","Start",1552256463775,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552256697,185,"PennController",39,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256471802,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552256697,185,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","End",1552256472350,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552256697,185,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","Start",1552256472351,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552256697,185,"PennController",58,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256484305,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552256697,185,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","End",1552256484964,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552256697,185,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","Start",1552256484965,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552256697,185,"PennController",23,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256494695,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552256697,185,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","End",1552256498316,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552256697,185,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","Start",1552256498317,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552256697,185,"PennController",46,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256512594,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552256697,185,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","End",1552256513261,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552256697,185,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","Start",1552256513261,"A real friend is someone whom you must consistently stick up for.","NULL"
1552256697,185,"PennController",60,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256525125,"A real friend is someone whom you must consistently stick up for.","NULL"
1552256697,185,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","End",1552256525952,"A real friend is someone whom you must consistently stick up for.","NULL"
1552256697,185,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","Start",1552256525953,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552256697,185,"PennController",20,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256534865,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552256697,185,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","End",1552256535542,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552256697,185,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","Start",1552256535543,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552256697,185,"PennController",31,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256548629,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552256697,185,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","End",1552256549215,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552256697,185,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","Start",1552256549216,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552256697,185,"PennController",63,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256560063,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552256697,185,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","End",1552256561150,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552256697,185,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","Start",1552256561150,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552256697,185,"PennController",15,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256568825,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552256697,185,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","End",1552256569612,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552256697,185,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","Start",1552256569613,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552256697,185,"PennController",27,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256577430,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552256697,185,"PennController",27,0,"prepositional","NULL","PennController",27,"_Trial_","End",1552256579973,"The brilliant compromise is a solution which both sides could happily agree on.","NULL"
1552256697,185,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","Start",1552256579974,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552256697,185,"PennController",66,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256590097,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552256697,185,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","End",1552256590894,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552256697,185,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","Start",1552256590895,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552256697,185,"PennController",25,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552256597118,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552256697,185,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","End",1552256598203,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552256697,185,"PennController",42,0,"prepositional","NULL","PennController",42,"_Trial_","Start",1552256598204,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552256697,185,"PennController",42,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256610253,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552256697,185,"PennController",42,0,"prepositional","NULL","PennController",42,"_Trial_","End",1552256612804,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552256697,185,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","Start",1552256612804,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552256697,185,"PennController",59,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552256623353,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552256697,185,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","End",1552256624160,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552256697,185,"PennController",7,0,"filler","NULL","PennController",7,"_Trial_","Start",1552256624161,"The talented musician was a performer who on some days would sing opera.","NULL"
1552256697,185,"PennController",7,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552256633203,"The talented musician was a performer who on some days would sing opera.","NULL"
1552256697,185,"PennController",7,0,"filler","NULL","PennController",7,"_Trial_","End",1552256633902,"The talented musician was a performer who on some days would sing opera.","NULL"
1552256697,185,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","Start",1552256633903,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552256697,185,"PennController",30,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552256649215,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552256697,185,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","End",1552256650118,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552256697,185,"PennController",69,0,"catch","NULL","PennController",68,"_Trial_","Start",1552256650119,"If you're reading this do not select the other sentence select this one.","NULL"
1552256697,185,"PennController",69,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552256656007,"If you're reading this do not select the other sentence select this one.","NULL"
1552256697,185,"PennController",69,0,"catch","NULL","PennController",68,"_Trial_","End",1552256657606,"If you're reading this do not select the other sentence select this one.","NULL"
1552263656,186,"PennController",32,0,"prepositional","NULL","PennController",32,"_Trial_","Start",1552263087092,"The new plan is a project which the mayor should immediately work on.","NULL"
1552263656,186,"PennController",32,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263116461,"The new plan is a project which the mayor should immediately work on.","NULL"
1552263656,186,"PennController",32,0,"prepositional","NULL","PennController",32,"_Trial_","End",1552263117984,"The new plan is a project which the mayor should immediately work on.","NULL"
1552263656,186,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","Start",1552263117994,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552263656,186,"PennController",20,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263129507,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552263656,186,"PennController",20,0,"filler","NULL","PennController",20,"_Trial_","End",1552263131139,"The young intellectual is a writer who in the park would write poetry.","NULL"
1552263656,186,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","Start",1552263131145,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552263656,186,"PennController",59,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552263139032,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552263656,186,"PennController",59,0,"particle","NULL","PennController",59,"_Trial_","End",1552263144352,"Their dishonest mother was a liar whom the children could never make up with.","NULL"
1552263656,186,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","Start",1552263144356,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552263656,186,"PennController",31,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263150323,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552263656,186,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","End",1552263151719,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552263656,186,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","Start",1552263151725,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552263656,186,"PennController",16,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263157176,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552263656,186,"PennController",16,0,"filler","NULL","PennController",16,"_Trial_","End",1552263158474,"The chocolate cake is a dessert that later this evening must be baked.","NULL"
1552263656,186,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","Start",1552263158479,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552263656,186,"PennController",51,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552263171811,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552263656,186,"PennController",51,0,"particle","NULL","PennController",51,"_Trial_","End",1552263173039,"This secure cell was an area which no prisoner could ever break out of.","NULL"
1552263656,186,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","Start",1552263173044,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552263656,186,"PennController",41,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263180459,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552263656,186,"PennController",41,0,"prepositional","NULL","PennController",41,"_Trial_","End",1552263182808,"The careful bicyclist is an athlete whom no accident could ever happen to.","NULL"
1552263656,186,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","Start",1552263182818,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552263656,186,"PennController",23,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263190076,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552263656,186,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","End",1552263190919,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552263656,186,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","Start",1552263190927,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552263656,186,"PennController",65,0,"particle","NULL","Selector","trial1","Selection","sentence2",1552263197319,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552263656,186,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","End",1552263198309,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552263656,186,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","Start",1552263198313,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552263656,186,"PennController",40,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263206372,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552263656,186,"PennController",40,0,"prepositional","NULL","PennController",40,"_Trial_","End",1552263207307,"That retired teacher is the customer whom the server would often wait on.","NULL"
1552263656,186,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","Start",1552263207311,"The young man was a student who in the library would read books.","NULL"
1552263656,186,"PennController",17,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263212205,"The young man was a student who in the library would read books.","NULL"
1552263656,186,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","End",1552263213855,"The young man was a student who in the library would read books.","NULL"
1552263656,186,"PennController",62,0,"particle","NULL","PennController",62,"_Trial_","Start",1552263213860,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552263656,186,"PennController",62,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552263222745,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552263656,186,"PennController",62,0,"particle","NULL","PennController",62,"_Trial_","End",1552263223692,"That bearded man is the teacher whom the substitute would occasionally fill in for.","NULL"
1552263656,186,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","Start",1552263223697,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552263656,186,"PennController",45,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552263231074,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552263656,186,"PennController",45,0,"prepositional","NULL","PennController",45,"_Trial_","End",1552263232182,"The unpredictable politician was a candidate whom most people would never vote for.","NULL"
1552263656,186,"PennController",19,0,"filler","NULL","PennController",19,"_Trial_","Start",1552263232185,"The stern captain is the officer who on the boat could give orders.","NULL"
1552263656,186,"PennController",19,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263244953,"The stern captain is the officer who on the boat could give orders.","NULL"
1552263656,186,"PennController",19,0,"filler","NULL","PennController",19,"_Trial_","End",1552263246047,"The stern captain is the officer who on the boat could give orders.","NULL"
1552263656,186,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","Start",1552263246049,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552263656,186,"PennController",63,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552263264147,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552263656,186,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","End",1552263265661,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552263656,186,"PennController",42,0,"prepositional","NULL","PennController",42,"_Trial_","Start",1552263265664,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552263656,186,"PennController",42,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263269808,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552263656,186,"PennController",42,0,"prepositional","NULL","PennController",42,"_Trial_","End",1552263270826,"That foster parent was a guardian whom many children could reliably depend on.","NULL"
1552263656,186,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","Start",1552263270830,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552263656,186,"PennController",15,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552263278449,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552263656,186,"PennController",15,0,"filler","NULL","PennController",15,"_Trial_","End",1552263279562,"That stubborn stain is an annoyance that by this point should be gone.","NULL"
1552263656,186,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","Start",1552263279566,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552263656,186,"PennController",66,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552263286606,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552263656,186,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","End",1552263287555,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552263656,186,"PennController",44,0,"prepositional","NULL","PennController",44,"_Trial_","Start",1552263287561,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552263656,186,"PennController",44,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263292267,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552263656,186,"PennController",44,0,"prepositional","NULL","PennController",44,"_Trial_","End",1552263293136,"The friendly star was a figure whom many fans would regularly write to.","NULL"
1552263656,186,"PennController",7,0,"filler","NULL","PennController",7,"_Trial_","Start",1552263293140,"The talented musician was a performer who on some days would sing opera.","NULL"
1552263656,186,"PennController",7,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552263299172,"The talented musician was a performer who on some days would sing opera.","NULL"
1552263656,186,"PennController",7,0,"filler","NULL","PennController",7,"_Trial_","End",1552263300143,"The talented musician was a performer who on some days would sing opera.","NULL"
1552263656,186,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","Start",1552263300146,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552263656,186,"PennController",48,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552263306608,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552263656,186,"PennController",48,0,"particle","NULL","PennController",48,"_Trial_","End",1552263307602,"This new technology is a subject which all professionals must tirelessly keep up with.","NULL"
1552263656,186,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","Start",1552263307606,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552263656,186,"PennController",38,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263313973,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552263656,186,"PennController",38,0,"prepositional","NULL","PennController",38,"_Trial_","End",1552263314917,"My intimidating professor is an expert whom no student can confidently speak to.","NULL"
1552263656,186,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","Start",1552263314931,"A guard dog is a pet that during the night must keep watch.","NULL"
1552263656,186,"PennController",12,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263323081,"A guard dog is a pet that during the night must keep watch.","NULL"
1552263656,186,"PennController",12,0,"filler","NULL","PennController",12,"_Trial_","End",1552263323996,"A guard dog is a pet that during the night must keep watch.","NULL"
1552263656,186,"PennController",64,0,"particle","NULL","PennController",64,"_Trial_","Start",1552263324003,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552263656,186,"PennController",64,0,"particle","NULL","Selector","trial1","Selection","sentence2",1552263329472,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552263656,186,"PennController",64,0,"particle","NULL","PennController",64,"_Trial_","End",1552263330387,"The quiet child is a troublemaker whom all babysitters should often check in on.","NULL"
1552263656,186,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","Start",1552263330390,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552263656,186,"PennController",46,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263335232,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552263656,186,"PennController",46,0,"prepositional","NULL","PennController",46,"_Trial_","End",1552263336104,"The offensive comedian was an entertainer whom no audience would generally laugh at.","NULL"
1552263656,186,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","Start",1552263336111,"The post office was a service that around the world would deliver letters.","NULL"
1552263656,186,"PennController",26,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263342291,"The post office was a service that around the world would deliver letters.","NULL"
1552263656,186,"PennController",26,0,"filler","NULL","PennController",26,"_Trial_","End",1552263343140,"The post office was a service that around the world would deliver letters.","NULL"
1552263656,186,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","Start",1552263343144,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552263656,186,"PennController",58,0,"particle","NULL","Selector","trial1","Selection","sentence2",1552263347662,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552263656,186,"PennController",58,0,"particle","NULL","PennController",58,"_Trial_","End",1552263348841,"This kind woman was a friend whom my aunt would frequently catch up with.","NULL"
1552263656,186,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","Start",1552263348845,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552263656,186,"PennController",34,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552263361405,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552263656,186,"PennController",34,0,"prepositional","NULL","PennController",34,"_Trial_","End",1552263362383,"The rare bird is a species which every biologist should enthusiastically teach about.","NULL"
1552263656,186,"PennController",69,0,"catch","NULL","PennController",68,"_Trial_","Start",1552263362387,"If you're reading this do not select the other sentence select this one.","NULL"
1552263656,186,"PennController",69,0,"catch","NULL","Selector","trial1","Selection","sentence1",1552263367320,"If you're reading this do not select the other sentence select this one.","NULL"
1552263656,186,"PennController",69,0,"catch","NULL","PennController",68,"_Trial_","End",1552263369970,"If you're reading this do not select the other sentence select this one.","NULL"
1552263656,186,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","Start",1552263369973,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552263656,186,"PennController",22,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263378450,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552263656,186,"PennController",22,0,"filler","NULL","PennController",22,"_Trial_","End",1552263379480,"The new teacher is a vocalist who at this school will teach music.","NULL"
1552263656,186,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","Start",1552263379482,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552263656,186,"PennController",54,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552263390490,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552263656,186,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","End",1552263391468,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552263656,186,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","Start",1552263391470,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552263656,186,"PennController",33,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263395679,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552263656,186,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","End",1552263396665,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552263656,186,"PennController",13,0,"filler","NULL","PennController",13,"_Trial_","Start",1552263396667,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552263656,186,"PennController",13,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552263404165,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552263656,186,"PennController",13,0,"filler","NULL","PennController",13,"_Trial_","End",1552263407790,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552263656,186,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","Start",1552263407793,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552263656,186,"PennController",50,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552263416849,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552263656,186,"PennController",50,0,"particle","NULL","PennController",50,"_Trial_","End",1552263417822,"The popular shampoo was a product which the store would regularly run out of.","NULL"
1552263656,186,"PennController",37,0,"prepositional","NULL","PennController",37,"_Trial_","Start",1552263417827,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552263656,186,"PennController",37,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552263425177,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552263656,186,"PennController",37,0,"prepositional","NULL","PennController",37,"_Trial_","End",1552263426008,"Her impatient sister is a companion whom few people would willingly travel with.","NULL"
1552263656,186,"PennController",11,0,"filler","NULL","PennController",11,"_Trial_","Start",1552263426011,"The delicate pastry is a food that before too long could lose flavor.","NULL"
1552263656,186,"PennController",11,0,"filler","NULL","Selector","trial1","Selection","sentence1",1552263432475,"The delicate pastry is a food that before too long could lose flavor.","NULL"
